Carcass Drop,Site,Flood,Season,Habitat,Species,group_size,event_length
4SD,4,After Flood,Warm,Open,Corvid,3,10
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,1,1
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,3
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,14
4SD,4,After Flood,Warm,Open,Corvid,4,41
4SD,4,After Flood,Warm,Open,Corvid,1,11
4SD,4,After Flood,Warm,Open,Corvid,2,4
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,6
4SD,4,After Flood,Warm,Open,Corvid,2,1
4SD,4,After Flood,Warm,Open,Corvid,2,2
4SD,4,After Flood,Warm,Open,Corvid,2,10
4SD,4,After Flood,Warm,Open,Corvid,1,8
4SD,4,After Flood,Warm,Open,Corvid,2,14
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,1,8
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,LittleCrow,2,19
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,0
4SD,4,After Flood,Warm,Open,Corvid,2,3
4SD,4,After Flood,Warm,Open,Corvid,2,8
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,4,After Flood,Warm,Open,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,7
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,1
4SD,5,After Flood,Warm,Closed,Corvid,1,18
4SD,5,After Flood,Warm,Closed,Corvid,1,3
4SD,5,After Flood,Warm,Closed,Corvid,1,2
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,3,9
4SD,5,After Flood,Warm,Closed,Corvid,1,2
4SD,5,After Flood,Warm,Closed,Corvid,1,2
4SD,5,After Flood,Warm,Closed,Corvid,1,15
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,1
4SD,5,After Flood,Warm,Closed,Corvid,2,7
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,17
4SD,5,After Flood,Warm,Closed,Corvid,2,8
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,9
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,4
4SD,5,After Flood,Warm,Closed,Corvid,2,36
4SD,5,After Flood,Warm,Closed,Corvid,2,8
4SD,5,After Flood,Warm,Closed,Corvid,2,4
4SD,5,After Flood,Warm,Closed,Corvid,2,7
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,1
4SD,5,After Flood,Warm,Closed,Corvid,2,12
4SD,5,After Flood,Warm,Closed,Corvid,2,23
4SD,5,After Flood,Warm,Closed,Corvid,1,9
4SD,5,After Flood,Warm,Closed,Corvid,2,6
4SD,5,After Flood,Warm,Closed,Corvid,1,8
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,3
4SD,5,After Flood,Warm,Closed,Corvid,1,6
4SD,5,After Flood,Warm,Closed,Corvid,2,4
4SD,5,After Flood,Warm,Closed,Corvid,2,15
4SD,5,After Flood,Warm,Closed,Corvid,1,5
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,1,1
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,2
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,11
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,7
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,17
4SD,5,After Flood,Warm,Closed,Corvid,2,2
4SD,5,After Flood,Warm,Closed,Corvid,2,10
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,2
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,10
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,2
4SD,5,After Flood,Warm,Closed,Corvid,2,1
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,1
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,10
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,2,26
4SD,5,After Flood,Warm,Closed,Corvid,1,19
4SD,5,After Flood,Warm,Closed,Corvid,2,14
4SD,5,After Flood,Warm,Closed,Corvid,2,22
4SD,5,After Flood,Warm,Closed,Corvid,2,15
4SD,5,After Flood,Warm,Closed,Corvid,1,2
4SD,5,After Flood,Warm,Closed,Corvid,2,5
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,1,1
4SD,5,After Flood,Warm,Closed,Corvid,1,2
4SD,5,After Flood,Warm,Closed,Corvid,2,34
4SD,5,After Flood,Warm,Closed,Corvid,1,20
4SD,5,After Flood,Warm,Closed,Corvid,1,38
4SD,5,After Flood,Warm,Closed,Corvid,1,12
4SD,5,After Flood,Warm,Closed,Corvid,2,19
4SD,5,After Flood,Warm,Closed,Corvid,2,41
4SD,5,After Flood,Warm,Closed,Corvid,2,8
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,5,After Flood,Warm,Closed,Corvid,1,1
4SD,5,After Flood,Warm,Closed,Corvid,2,0
4SD,5,After Flood,Warm,Closed,Corvid,2,3
4SD,5,After Flood,Warm,Closed,Corvid,2,2
4SD,5,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,5
4SD,6,After Flood,Warm,Closed,Corvid,3,10
4SD,6,After Flood,Warm,Closed,Corvid,2,15
4SD,6,After Flood,Warm,Closed,Corvid,2,8
4SD,6,After Flood,Warm,Closed,LittleCrow,2,0
4SD,6,After Flood,Warm,Closed,LittleCrow,2,1
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,LittleCrow,2,110
4SD,6,After Flood,Warm,Closed,LittleCrow,2,33
4SD,6,After Flood,Warm,Closed,LittleCrow,2,10
4SD,6,After Flood,Warm,Closed,LittleCrow,2,1
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,1
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,23
4SD,6,After Flood,Warm,Closed,Corvid,2,58
4SD,6,After Flood,Warm,Closed,LittleCrow,3,10
4SD,6,After Flood,Warm,Closed,LittleCrow,3,13
4SD,6,After Flood,Warm,Closed,LittleCrow,1,6
4SD,6,After Flood,Warm,Closed,Corvid,1,14
4SD,6,After Flood,Warm,Closed,Corvid,2,50
4SD,6,After Flood,Warm,Closed,Corvid,11,109
4SD,6,After Flood,Warm,Closed,Corvid,1,3
4SD,6,After Flood,Warm,Closed,Corvid,1,6
4SD,6,After Flood,Warm,Closed,Corvid,1,18
4SD,6,After Flood,Warm,Closed,Corvid,3,10
4SD,6,After Flood,Warm,Closed,Corvid,3,6
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,3,9
4SD,6,After Flood,Warm,Closed,LittleCrow,2,16
4SD,6,After Flood,Warm,Closed,LittleCrow,4,16
4SD,6,After Flood,Warm,Closed,Corvid,1,28
4SD,6,After Flood,Warm,Closed,Corvid,1,8
4SD,6,After Flood,Warm,Closed,Corvid,4,75
4SD,6,After Flood,Warm,Closed,Corvid,5,39
4SD,6,After Flood,Warm,Closed,Corvid,1,1
4SD,6,After Flood,Warm,Closed,Corvid,3,2
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,24
4SD,6,After Flood,Warm,Closed,Corvid,2,26
4SD,6,After Flood,Warm,Closed,Corvid,2,5
4SD,6,After Flood,Warm,Closed,LittleCrow,10,80
4SD,6,After Flood,Warm,Closed,Corvid,6,37
4SD,6,After Flood,Warm,Closed,Corvid,5,32
4SD,6,After Flood,Warm,Closed,Corvid,3,15
4SD,6,After Flood,Warm,Closed,Corvid,4,54
4SD,6,After Flood,Warm,Closed,Corvid,2,4
4SD,6,After Flood,Warm,Closed,Corvid,1,17
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,1,4
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,1,2
4SD,6,After Flood,Warm,Closed,Corvid,1,5
4SD,6,After Flood,Warm,Closed,Corvid,2,18
4SD,6,After Flood,Warm,Closed,Corvid,3,23
4SD,6,After Flood,Warm,Closed,Corvid,1,5
4SD,6,After Flood,Warm,Closed,Corvid,1,4
4SD,6,After Flood,Warm,Closed,Corvid,1,13
4SD,6,After Flood,Warm,Closed,Corvid,2,1
4SD,6,After Flood,Warm,Closed,Corvid,1,1
4SD,6,After Flood,Warm,Closed,Corvid,3,38
4SD,6,After Flood,Warm,Closed,Corvid,1,6
4SD,6,After Flood,Warm,Closed,Corvid,2,9
4SD,6,After Flood,Warm,Closed,Corvid,2,8
4SD,6,After Flood,Warm,Closed,LittleCrow,2,18
4SD,6,After Flood,Warm,Closed,LittleCrow,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,LittleCrow,4,35
4SD,6,After Flood,Warm,Closed,LittleCrow,4,13
4SD,6,After Flood,Warm,Closed,LittleCrow,4,48
4SD,6,After Flood,Warm,Closed,LittleCrow,4,41
4SD,6,After Flood,Warm,Closed,Corvid,4,2
4SD,6,After Flood,Warm,Closed,Corvid,4,0
4SD,6,After Flood,Warm,Closed,Corvid,3,0
4SD,6,After Flood,Warm,Closed,LittleCrow,4,1
4SD,6,After Flood,Warm,Closed,Corvid,2,7
4SD,6,After Flood,Warm,Closed,LittleCrow,3,22
4SD,6,After Flood,Warm,Closed,Corvid,2,11
4SD,6,After Flood,Warm,Closed,Corvid,2,29
4SD,6,After Flood,Warm,Closed,Corvid,1,5
4SD,6,After Flood,Warm,Closed,Corvid,1,7
4SD,6,After Flood,Warm,Closed,Corvid,1,9
4SD,6,After Flood,Warm,Closed,Corvid,1,1
4SD,6,After Flood,Warm,Closed,Corvid,2,9
4SD,6,After Flood,Warm,Closed,Corvid,2,4
4SD,6,After Flood,Warm,Closed,Corvid,2,4
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,LittleCrow,3,10
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,16
4SD,6,After Flood,Warm,Closed,Corvid,2,32
4SD,6,After Flood,Warm,Closed,Corvid,3,36
4SD,6,After Flood,Warm,Closed,Corvid,3,32
4SD,6,After Flood,Warm,Closed,Corvid,1,2
4SD,6,After Flood,Warm,Closed,Corvid,2,2
4SD,6,After Flood,Warm,Closed,Corvid,2,20
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,1,6
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,1
4SD,6,After Flood,Warm,Closed,LittleCrow,2,31
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,16
4SD,6,After Flood,Warm,Closed,Corvid,2,19
4SD,6,After Flood,Warm,Closed,Corvid,3,30
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,1,17
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,5
4SD,6,After Flood,Warm,Closed,Corvid,2,1
4SD,6,After Flood,Warm,Closed,LittleCrow,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,1,2
4SD,6,After Flood,Warm,Closed,Corvid,2,20
4SD,6,After Flood,Warm,Closed,Corvid,2,16
4SD,6,After Flood,Warm,Closed,Corvid,1,20
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,3,1
4SD,6,After Flood,Warm,Closed,Corvid,2,24
4SD,6,After Flood,Warm,Closed,Corvid,1,23
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,2,54
4SD,6,After Flood,Warm,Closed,Corvid,2,25
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,3,25
4SD,6,After Flood,Warm,Closed,LittleCrow,2,56
4SD,6,After Flood,Warm,Closed,Corvid,2,44
4SD,6,After Flood,Warm,Closed,Corvid,2,11
4SD,6,After Flood,Warm,Closed,Corvid,2,0
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,34
4SD,6,After Flood,Warm,Closed,Corvid,2,25
4SD,6,After Flood,Warm,Closed,Corvid,1,7
4SD,6,After Flood,Warm,Closed,Corvid,1,0
4SD,6,After Flood,Warm,Closed,Corvid,2,6
4SD,6,After Flood,Warm,Closed,Corvid,6,4
4SD,6,After Flood,Warm,Closed,LittleCrow,2,0
4SD,7,After Flood,Warm,Open,Corvid,1,0
4SD,7,After Flood,Warm,Open,Corvid,1,2
4SD,7,After Flood,Warm,Open,Corvid,1,0
4SD,7,After Flood,Warm,Open,Corvid,1,0
4SD,7,After Flood,Warm,Open,Corvid,2,6
4SD,7,After Flood,Warm,Open,Corvid,2,3
4SD,7,After Flood,Warm,Open,Corvid,1,0
4SD,7,After Flood,Warm,Open,Corvid,2,1
4SD,7,After Flood,Warm,Open,Corvid,3,10
4SD,7,After Flood,Warm,Open,Corvid,1,2
4SD,7,After Flood,Warm,Open,Corvid,2,4
4SD,7,After Flood,Warm,Open,Corvid,3,11
4SD,7,After Flood,Warm,Open,Corvid,1,4
4SD,7,After Flood,Warm,Open,Corvid,3,9
4SD,7,After Flood,Warm,Open,Corvid,3,13
4SD,7,After Flood,Warm,Open,Corvid,11,12
4SD,7,After Flood,Warm,Open,LittleCrow,4,14
4SD,7,After Flood,Warm,Open,Corvid,2,0
4SD,7,After Flood,Warm,Open,Corvid,1,0
4SD,7,After Flood,Warm,Open,Corvid,2,10
4SD,7,After Flood,Warm,Open,LittleCrow,5,51
4SD,7,After Flood,Warm,Open,Corvid,2,0
4SD,7,After Flood,Warm,Open,Corvid,1,12
4SD,7,After Flood,Warm,Open,Corvid,1,20
4SD,7,After Flood,Warm,Open,Corvid,2,0
4SD,7,After Flood,Warm,Open,Corvid,2,0
4SD,7,After Flood,Warm,Open,Corvid,2,24
4SD,7,After Flood,Warm,Open,Corvid,2,9
4SD,7,After Flood,Warm,Open,Corvid,2,1
4SD,7,After Flood,Warm,Open,Corvid,3,79
4SD,7,After Flood,Warm,Open,Corvid,2,0
4SD,7,After Flood,Warm,Open,Corvid,3,0
4SD,7,After Flood,Warm,Open,Corvid,1,16
4SD,7,After Flood,Warm,Open,Corvid,2,2
4SD,7,After Flood,Warm,Open,Corvid,1,0
4SD,7,After Flood,Warm,Open,Corvid,2,0
4SD,7,After Flood,Warm,Open,Corvid,2,7
4SD,7,After Flood,Warm,Open,Corvid,2,14
4SD,7,After Flood,Warm,Open,LittleCrow,2,0
4SD,7,After Flood,Warm,Open,LittleCrow,2,29
4SD,7,After Flood,Warm,Open,Corvid,1,0
4SD,7,After Flood,Warm,Open,Corvid,2,9
4SD,7,After Flood,Warm,Open,Corvid,2,3
4SD,7,After Flood,Warm,Open,Corvid,1,0
4SD,7,After Flood,Warm,Open,Corvid,2,21
4SD,7,After Flood,Warm,Open,Corvid,1,1
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,2,23
4SD,8,After Flood,Warm,Open,Corvid,2,3
4SD,8,After Flood,Warm,Open,Corvid,2,9
4SD,8,After Flood,Warm,Open,Corvid,3,29
4SD,8,After Flood,Warm,Open,Corvid,2,1
4SD,8,After Flood,Warm,Open,Corvid,2,19
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,1,11
4SD,8,After Flood,Warm,Open,Corvid,2,18
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,2,26
4SD,8,After Flood,Warm,Open,Corvid,2,18
4SD,8,After Flood,Warm,Open,LittleCrow,1,1
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,2,4
4SD,8,After Flood,Warm,Open,Corvid,2,9
4SD,8,After Flood,Warm,Open,Corvid,2,7
4SD,8,After Flood,Warm,Open,Corvid,2,32
4SD,8,After Flood,Warm,Open,Corvid,1,13
4SD,8,After Flood,Warm,Open,Corvid,4,2
4SD,8,After Flood,Warm,Open,Corvid,2,10
4SD,8,After Flood,Warm,Open,Corvid,2,5
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,2,1
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,4,5
4SD,8,After Flood,Warm,Open,Corvid,3,10
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,2,7
4SD,8,After Flood,Warm,Open,Corvid,2,12
4SD,8,After Flood,Warm,Open,Corvid,1,8
4SD,8,After Flood,Warm,Open,Corvid,4,49
4SD,8,After Flood,Warm,Open,LittleCrow,3,36
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,2,9
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,3,0
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,2,1
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,1,3
4SD,8,After Flood,Warm,Open,Corvid,2,7
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,2,0
4SD,8,After Flood,Warm,Open,Corvid,2,15
4SD,8,After Flood,Warm,Open,Corvid,1,4
4SD,8,After Flood,Warm,Open,Corvid,3,3
4SD,8,After Flood,Warm,Open,Corvid,3,1
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,1,0
4SD,8,After Flood,Warm,Open,Corvid,3,3
4SD,8,After Flood,Warm,Open,Corvid,2,6
4SD,8,After Flood,Warm,Open,Corvid,2,2
4SD,8,After Flood,Warm,Open,Corvid,2,1
4SD,8,After Flood,Warm,Open,Corvid,2,9
4SD,8,After Flood,Warm,Open,Corvid,4,22
4SD,8,After Flood,Warm,Open,LittleCrow,1,1
4SD,8,After Flood,Warm,Open,Corvid,4,33
4SD,8,After Flood,Warm,Open,LittleCrow,2,29
4SD,8,After Flood,Warm,Open,LittleCrow,2,7
4SD,8,After Flood,Warm,Open,Corvid,2,28
4SD,8,After Flood,Warm,Open,Corvid,2,9
4SD,8,After Flood,Warm,Open,Corvid,3,4
4SD,8,After Flood,Warm,Open,Corvid,4,15
4SD,8,After Flood,Warm,Open,Corvid,2,2
4SD,8,After Flood,Warm,Open,Corvid,1,1
4SD,8,After Flood,Warm,Open,Corvid,2,2
4SD,8,After Flood,Warm,Open,Corvid,2,2
4SD,8,After Flood,Warm,Open,Corvid,1,1
4SD,8,After Flood,Warm,Open,Corvid,2,4
4SD,9,After Flood,Warm,Closed,Corvid,2,1
4SD,9,After Flood,Warm,Closed,Corvid,2,40
4SD,9,After Flood,Warm,Closed,Corvid,2,16
4SD,9,After Flood,Warm,Closed,Corvid,2,12
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,10
4SD,9,After Flood,Warm,Closed,Corvid,2,20
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,1
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,24
4SD,9,After Flood,Warm,Closed,Corvid,3,0
4SD,9,After Flood,Warm,Closed,Corvid,3,12
4SD,9,After Flood,Warm,Closed,Corvid,3,21
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,3,21
4SD,9,After Flood,Warm,Closed,Corvid,3,32
4SD,9,After Flood,Warm,Closed,Corvid,4,1
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,3,22
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,1,12
4SD,9,After Flood,Warm,Closed,Corvid,3,83
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,LittleCrow,6,200
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,LittleCrow,3,21
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,38
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,3,0
4SD,9,After Flood,Warm,Closed,Corvid,4,73
4SD,9,After Flood,Warm,Closed,Corvid,2,12
4SD,9,After Flood,Warm,Closed,LittleCrow,2,13
4SD,9,After Flood,Warm,Closed,LittleCrow,3,20
4SD,9,After Flood,Warm,Closed,Corvid,3,1
4SD,9,After Flood,Warm,Closed,Corvid,3,6
4SD,9,After Flood,Warm,Closed,LittleCrow,6,14
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,LittleCrow,5,75
4SD,9,After Flood,Warm,Closed,Corvid,2,3
4SD,9,After Flood,Warm,Closed,Corvid,2,37
4SD,9,After Flood,Warm,Closed,Corvid,2,8
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,LittleCrow,2,20
4SD,9,After Flood,Warm,Closed,Corvid,2,18
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,1
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,1,2
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,1,1
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,4
4SD,9,After Flood,Warm,Closed,LittleCrow,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,8
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,3,30
4SD,9,After Flood,Warm,Closed,Corvid,2,7
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,1,1
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,4,1
4SD,9,After Flood,Warm,Closed,Corvid,4,16
4SD,9,After Flood,Warm,Closed,Corvid,3,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,Corvid,2,1
4SD,9,After Flood,Warm,Closed,LittleCrow,4,34
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,1,0
4SD,9,After Flood,Warm,Closed,Corvid,2,0
4SD,9,After Flood,Warm,Closed,LittleCrow,3,40
4SD,9,After Flood,Warm,Closed,Corvid,2,1
4SD,9,After Flood,Warm,Closed,Corvid,1,3
4SD,9,After Flood,Warm,Closed,Corvid,2,14
4SD,9,After Flood,Warm,Closed,Corvid,2,1
4SD,9,After Flood,Warm,Closed,Corvid,2,11
4SD,9,After Flood,Warm,Closed,Corvid,1,3
